ADA_code,CMA,refugeeF,asylumF,econF,nigeriaF,recentF_16_21,nprF,refugee_all,asylum_all,recent_all_16_21,total_pop,clinic_hr,rec_hr,refugeeF_share,asylumF_share,nprF_share,dominant_group,clinic_hr_min,rec_hr_min,refugee_vs_econ,clinic_min
35010013,Moderate metropolitan influenced zone (Ont.) / Zone d'influence métropolitaine modérée (Ont.),0.0,0.0,70.0,0.0,30.0,0.0,10.0,0.0,60.0,10940.0,0.0,0.0,0.0,0.0,0.0,Economic‑dominated,0.0,0.0,Econ>Refugees,0.0
35020001,Strong metropolitan influenced zone (Ont.) / Zone d'influence métropolitaine forte (Ont.),0.0,0.0,120.0,0.0,35.0,30.0,20.0,0.0,55.0,11915.0,0.0,0.0,0.0,0.0,0.002517834662190516,Economic‑dominated,0.0,0.0,Econ>Refugees,0.0
35020002,Hawkesbury (Ontario part / partie de l'Ontario),45.0,10.0,115.0,0.0,65.0,0.0,75.0,25.0,115.0,9830.0,0.0,0.0,0.004577822990844354,0.001017293997965412,0.0,Economic‑dominated,0.0,0.0,Econ>Refugees,0.0
35020003,Strong metropolitan influenced zone (Ont.) / Zone d'influence métropolitaine forte (Ont.),25.0,15.0,55.0,0.0,20.0,0.0,60.0,30.0,35.0,9655.0,0.0,0.0,0.002589331952356292,0.0015535991714137752,0.0,Economic‑dominated,0.0,0.0,Econ>Refugees,0.0
35020005,Ottawa - Gatineau (Ontario part / partie de l'Ontario),0.0,0.0,35.0,0.0,0.0,0.0,0.0,10.0,0.0,6235.0,0.0,0.0,0.0,0.0,0.0,Economic‑dominated,0.0,0.0,Econ>Refugees,0.0
35020006,Ottawa - Gatineau (Ontario part / partie de l'Ontario),105.0,75.0,225.0,0.0,110.0,10.0,190.0,135.0,175.0,13960.0,1.3729687124e-06,0.0,0.007521489971346705,0.0053724928366762174,0.0007163323782234957,Economic‑dominated,8.2378122744e-05,0.0,Econ>Refugees,8.2378122744e-05
35020007,Ottawa - Gatineau (Ontario part / partie de l'Ontario),0.0,0.0,25.0,0.0,10.0,0.0,15.0,0.0,20.0,5760.0,0.0,0.0,0.0,0.0,0.0,Economic‑dominated,0.0,0.0,Econ>Refugees,0.0
35020009,Ottawa - Gatineau (Ontario part / partie de l'Ontario),25.0,10.0,95.0,10.0,15.0,0.0,55.0,35.0,40.0,10825.0,0.0004008336638619,0.0016592145404002,0.0023094688221709007,0.0009237875288683603,0.0,Economic‑dominated,0.024050019831714,0.099552872424012,Econ>Refugees,0.024050019831714
35020010,Ottawa - Gatineau (Ontario part / partie de l'Ontario),15.0,15.0,85.0,0.0,55.0,25.0,45.0,30.0,100.0,8615.0,0.0,0.0,0.0017411491584445734,0.0017411491584445734,0.002901915264074289,Economic‑dominated,0.0,0.0,Econ>Refugees,0.0
35020111,Strong metropolitan influenced zone (Ont.) / Zone d'influence métropolitaine forte (Ont.),40.0,30.0,160.0,0.0,55.0,15.0,95.0,50.0,105.0,16935.0,0.0,0.0,0.0023619722468261,0.001771479185119575,0.0008857395925597874,Economic‑dominated,0.0,0.0,Econ>Refugees,0.0
35060004,Ottawa - Gatineau (Ontario part / partie de l'Ontario),70.0,25.0,255.0,10.0,90.0,35.0,180.0,45.0,165.0,8330.0,0.0367354294805244,0.104387685213443,0.008403361344537815,0.003001200480192077,0.004201680672268907,Economic‑dominated,2.2041257688314637,6.26326111280658,Econ>Refugees,2.2041257688314637
35060005,Ottawa - Gatineau (Ontario part / partie de l'Ontario),85.0,50.0,265.0,0.0,85.0,15.0,150.0,85.0,170.0,7335.0,0.0432571241658482,0.121086435803524,0.011588275391956374,0.006816632583503749,0.002044989775051125,Economic‑dominated,2.595427449950892,7.26518614821144,Econ>Refugees,2.595427449950892
35060007,Ottawa - Gatineau (Ontario part / partie de l'Ontario),45.0,10.0,200.0,0.0,85.0,25.0,85.0,30.0,140.0,7605.0,0.0444924366220797,0.115716286917715,0.005917159763313609,0.0013149243918474688,0.003287310979618672,Economic‑dominated,2.669546197324782,6.9429772150629,Econ>Refugees,2.669546197324782
35060008,Ottawa - Gatineau (Ontario part / partie de l'Ontario),75.0,35.0,240.0,25.0,115.0,40.0,185.0,75.0,220.0,7170.0,0.0418840764235395,0.118762572902345,0.010460251046025104,0.0048814504881450485,0.005578800557880056,Economic‑dominated,2.51304458541237,7.1257543741407,Econ>Refugees,2.51304458541237
35060012,Ottawa - Gatineau (Ontario part / partie de l'Ontario),225.0,125.0,495.0,0.0,185.0,85.0,450.0,240.0,330.0,10525.0,0.037808720198453,0.0845094277001589,0.021377672209026127,0.011876484560570071,0.008076009501187649,Economic‑dominated,2.26852321190718,5.070565662009534,Econ>Refugees,2.26852321190718
35060013,Ottawa - Gatineau (Ontario part / partie de l'Ontario),320.0,105.0,490.0,0.0,270.0,65.0,520.0,205.0,455.0,11670.0,0.0472259496506589,0.122426619786794,0.027420736932305057,0.008997429305912597,0.005569837189374464,Economic‑dominated,2.833556979039534,7.34559718720764,Econ>Refugees,2.833556979039534
35060017,Ottawa - Gatineau (Ontario part / partie de l'Ontario),370.0,180.0,515.0,0.0,410.0,215.0,745.0,335.0,765.0,7700.0,0.0574994538769184,0.130686210663782,0.048051948051948054,0.023376623376623377,0.02792207792207792,Economic‑dominated,3.449967232615104,7.84117263982692,Econ>Refugees,3.449967232615104
35060018,Ottawa - Gatineau (Ontario part / partie de l'Ontario),70.0,30.0,250.0,0.0,75.0,60.0,135.0,45.0,170.0,5310.0,0.0732681491023914,0.14404950901335,0.013182674199623353,0.005649717514124294,0.011299435028248588,Economic‑dominated,4.396088946143484,8.642970540801,Econ>Refugees,4.396088946143484
35060019,Ottawa - Gatineau (Ontario part / partie de l'Ontario),150.0,60.0,195.0,10.0,115.0,65.0,290.0,100.0,215.0,7950.0,0.0474427597644009,0.124726715837404,0.018867924528301886,0.007547169811320755,0.008176100628930818,Economic‑dominated,2.8465655858640537,7.48360295024424,Econ>Refugees,2.8465655858640537
35060023,Ottawa - Gatineau (Ontario part / partie de l'Ontario),35.0,25.0,245.0,0.0,65.0,75.0,65.0,30.0,115.0,5080.0,0.105054364178273,0.21139915679679,0.006889763779527559,0.004921259842519685,0.014763779527559055,Economic‑dominated,6.30326185069638,12.6839494078074,Econ>Refugees,6.30326185069638
35060025,Ottawa - Gatineau (Ontario part / partie de l'Ontario),335.0,100.0,350.0,20.0,115.0,45.0,635.0,195.0,220.0,6560.0,0.0578270859867488,0.134632357750817,0.051067073170731704,0.01524390243902439,0.006859756097560976,Economic‑dominated,3.469625159204928,8.07794146504902,Econ>Refugees,3.469625159204928
35060027,Ottawa - Gatineau (Ontario part / partie de l'Ontario),480.0,240.0,735.0,10.0,385.0,415.0,900.0,415.0,715.0,12770.0,0.138931496602674,0.277943945352696,0.037588097102584185,0.018794048551292093,0.03249804228660924,Economic‑dominated,8.33588979616044,16.67663672116176,Econ>Refugees,8.33588979616044
35060028,Ottawa - Gatineau (Ontario part / partie de l'Ontario),20.0,10.0,155.0,0.0,35.0,0.0,60.0,35.0,85.0,11610.0,8.96523329159e-05,0.0006664997123348,0.0017226528854435831,0.0008613264427217916,0.0,Economic‑dominated,0.005379139974953999,0.039989982740088,Econ>Refugees,0.005379139974953999
35060031,Ottawa - Gatineau (Ontario part / partie de l'Ontario),290.0,120.0,420.0,25.0,270.0,140.0,580.0,240.0,485.0,7315.0,0.0874952970400465,0.173417542080702,0.039644565960355434,0.016404647983595352,0.019138755980861243,Economic‑dominated,5.24971782240279,10.405052524842121,Econ>Refugees,5.24971782240279
35060032,Ottawa - Gatineau (Ontario part / partie de l'Ontario),135.0,55.0,420.0,0.0,130.0,175.0,265.0,130.0,270.0,6340.0,0.18576777740001,0.353297298307384,0.021293375394321766,0.008675078864353312,0.027602523659305992,Economic‑dominated,11.1460666440006,21.19783789844304,Econ>Refugees,11.1460666440006
35060033,Ottawa - Gatineau (Ontario part / partie de l'Ontario),255.0,80.0,625.0,40.0,385.0,595.0,580.0,190.0,810.0,8490.0,0.12051770220826,0.219085096791009,0.030035335689045935,0.009422850412249705,0.07008244994110718,Economic‑dominated,7.2310621324956,13.145105807460538,Econ>Refugees,7.2310621324956
35060034,Ottawa - Gatineau (Ontario part / partie de l'Ontario),90.0,40.0,330.0,0.0,190.0,455.0,220.0,80.0,425.0,6240.0,0.151691314979805,0.265616684199749,0.014423076923076924,0.00641025641025641,0.07291666666666667,Economic‑dominated,9.1014788987883,15.93700105198494,Econ>Refugees,9.1014788987883
35060036,Ottawa - Gatineau (Ontario part / partie de l'Ontario),360.0,130.0,540.0,0.0,260.0,240.0,660.0,225.0,510.0,13180.0,0.180213372565564,0.333826840128744,0.027314112291350532,0.009863429438543247,0.018209408194233688,Economic‑dominated,10.81280235393384,20.02961040772464,Econ>Refugees,10.81280235393384
35060040,Ottawa - Gatineau (Ontario part / partie de l'Ontario),435.0,205.0,570.0,0.0,115.0,55.0,790.0,350.0,195.0,8535.0,0.0555530338023112,0.100365781316023,0.050966608084358524,0.02401874633860574,0.006444053895723492,Economic‑dominated,3.3331820281386717,6.02194687896138,Econ>Refugees,3.3331820281386717
35060043,Ottawa - Gatineau (Ontario part / partie de l'Ontario),45.0,20.0,225.0,0.0,30.0,20.0,85.0,45.0,90.0,8615.0,0.136052118274685,0.23296585441446,0.00522344747533372,0.0023215322112594312,0.0023215322112594312,Economic‑dominated,8.1631270964811,13.977951264867599,Econ>Refugees,8.1631270964811
35060044,Ottawa - Gatineau (Ontario part / partie de l'Ontario),375.0,135.0,605.0,20.0,300.0,340.0,720.0,245.0,570.0,14575.0,0.121622908525309,0.212880309053769,0.025728987993138937,0.009262435677530018,0.023327615780445968,Economic‑dominated,7.29737451151854,12.77281854322614,Econ>Refugees,7.29737451151854
35060045,Ottawa - Gatineau (Ontario part / partie de l'Ontario),110.0,55.0,235.0,0.0,105.0,40.0,255.0,95.0,205.0,6175.0,0.0742176247160456,0.124496753339818,0.017813765182186234,0.008906882591093117,0.006477732793522267,Economic‑dominated,4.453057482962736,7.46980520038908,Econ>Refugees,4.453057482962736
35060052,Ottawa - Gatineau (Ontario part / partie de l'Ontario),270.0,60.0,270.0,10.0,220.0,110.0,635.0,120.0,460.0,7470.0,0.0925610094214434,0.16893471830306,0.03614457831325301,0.008032128514056224,0.014725568942436412,Economic‑dominated,5.553660565286604,10.136083098183601,Refugees≥Econ,5.553660565286604
35060053,Ottawa - Gatineau (Ontario part / partie de l'Ontario),95.0,15.0,170.0,0.0,105.0,75.0,170.0,40.0,180.0,5035.0,0.112472647007868,0.185318213903815,0.018867924528301886,0.0029791459781529296,0.014895729890764648,Economic‑dominated,6.74835882047208,11.1190928342289,Econ>Refugees,6.74835882047208
35060057,Ottawa - Gatineau (Ontario part / partie de l'Ontario),660.0,165.0,520.0,40.0,400.0,250.0,1210.0,265.0,725.0,9665.0,0.119877522269468,0.208456949116493,0.06828763579927574,0.017071908949818936,0.02586652871184687,Economic‑dominated,7.192651336168081,12.507416946989581,Refugees≥Econ,7.192651336168081
35060061,Ottawa - Gatineau (Ontario part / partie de l'Ontario),265.0,70.0,370.0,15.0,295.0,110.0,560.0,165.0,605.0,7760.0,0.0948838595329819,0.155427940439056,0.03414948453608247,0.00902061855670103,0.014175257731958763,Economic‑dominated,5.6930315719789135,9.32567642634336,Econ>Refugees,5.6930315719789135
35060062,Ottawa - Gatineau (Ontario part / partie de l'Ontario),475.0,270.0,600.0,45.0,340.0,105.0,890.0,525.0,665.0,8500.0,0.0802531158176756,0.144658731317899,0.05588235294117647,0.03176470588235294,0.012352941176470587,Economic‑dominated,4.815186949060536,8.67952387907394,Econ>Refugees,4.815186949060536
35060063,Ottawa - Gatineau (Ontario part / partie de l'Ontario),380.0,95.0,345.0,0.0,350.0,180.0,790.0,185.0,715.0,6435.0,0.114622138098277,0.199658276450192,0.059052059052059055,0.014763014763014764,0.027972027972027972,Economic‑dominated,6.87732828589662,11.97949658701152,Refugees≥Econ,6.87732828589662
35060064,Ottawa - Gatineau (Ontario part / partie de l'Ontario),600.0,285.0,605.0,45.0,480.0,315.0,1055.0,470.0,935.0,11505.0,0.100926159828768,0.182190077635517,0.05215123859191656,0.024771838331160364,0.027379400260756193,Economic‑dominated,6.05556958972608,10.93140465813102,Econ>Refugees,6.05556958972608
35060066,Ottawa - Gatineau (Ontario part / partie de l'Ontario),140.0,35.0,360.0,30.0,205.0,270.0,305.0,65.0,385.0,9295.0,0.108838611243275,0.18819865117104,0.01506186121570737,0.0037654653039268424,0.029047875201721356,Economic‑dominated,6.5303166745965,11.2919190702624,Econ>Refugees,6.5303166745965
35060069,Ottawa - Gatineau (Ontario part / partie de l'Ontario),265.0,20.0,320.0,10.0,210.0,155.0,520.0,75.0,420.0,6145.0,0.105406303101665,0.182063171488967,0.043124491456468676,0.0032546786004882017,0.025223759153783564,Economic‑dominated,6.3243781860999,10.92379028933802,Econ>Refugees,6.3243781860999
35060071,Ottawa - Gatineau (Ontario part / partie de l'Ontario),400.0,195.0,295.0,0.0,195.0,85.0,680.0,280.0,335.0,6810.0,0.107646770933383,0.191936048582302,0.05873715124816446,0.028634361233480177,0.012481644640234948,Economic‑dominated,6.45880625600298,11.516162914938121,Refugees≥Econ,6.45880625600298
35060074,Ottawa - Gatineau (Ontario part / partie de l'Ontario),95.0,30.0,650.0,0.0,90.0,130.0,175.0,60.0,175.0,6715.0,0.110627687785223,0.186512715065594,0.014147431124348473,0.004467609828741623,0.0193596425912137,Economic‑dominated,6.63766126711338,11.19076290393564,Econ>Refugees,6.63766126711338
35060083,Ottawa - Gatineau (Ontario part / partie de l'Ontario),165.0,45.0,375.0,15.0,145.0,30.0,340.0,90.0,320.0,8935.0,0.060596775131731,0.116195875273453,0.01846670397313934,0.005036373810856184,0.003357582540570789,Economic‑dominated,3.63580650790386,6.97175251640718,Econ>Refugees,3.63580650790386
35060084,Ottawa - Gatineau (Ontario part / partie de l'Ontario),190.0,105.0,595.0,0.0,290.0,155.0,360.0,175.0,610.0,10570.0,0.0696151016298107,0.142651836878485,0.017975402081362345,0.009933774834437087,0.01466414380321665,Economic‑dominated,4.176906097788642,8.5591102127091,Econ>Refugees,4.176906097788642
35060090,Ottawa - Gatineau (Ontario part / partie de l'Ontario),170.0,65.0,355.0,0.0,200.0,25.0,315.0,120.0,370.0,9255.0,0.0669311405061362,0.136677603526361,0.018368449486763912,0.007023230686115613,0.002701242571582928,Economic‑dominated,4.015868430368172,8.20065621158166,Econ>Refugees,4.015868430368172
35060097,Ottawa - Gatineau (Ontario part / partie de l'Ontario),105.0,20.0,310.0,10.0,125.0,55.0,250.0,40.0,255.0,9405.0,0.0531956337023231,0.0959402480808468,0.011164274322169059,0.002126528442317916,0.005847953216374269,Economic‑dominated,3.1917380221393863,5.756414884850807,Econ>Refugees,3.1917380221393863
35060101,Ottawa - Gatineau (Ontario part / partie de l'Ontario),245.0,115.0,1155.0,45.0,650.0,180.0,510.0,215.0,1250.0,13970.0,0.0269305046110126,0.0604731623255992,0.017537580529706515,0.0082319255547602,0.012884753042233358,Economic‑dominated,1.615830276660756,3.628389739535952,Econ>Refugees,1.615830276660756
35060102,Ottawa - Gatineau (Ontario part / partie de l'Ontario),10.0,0.0,125.0,0.0,10.0,0.0,20.0,15.0,30.0,9390.0,0.0001979370840702,0.0005289826181655,0.0010649627263045794,0.0,0.0,Economic‑dominated,0.011876225044212,0.03173895708993,Econ>Refugees,0.011876225044212
35060106,Ottawa - Gatineau (Ontario part / partie de l'Ontario),80.0,40.0,300.0,0.0,70.0,20.0,160.0,80.0,155.0,10600.0,0.0418689956550852,0.115253305189893,0.007547169811320755,0.0037735849056603774,0.0018867924528301887,Economic‑dominated,2.512139739305112,6.91519831139358,Econ>Refugees,2.512139739305112
35060107,Ottawa - Gatineau (Ontario part / partie de l'Ontario),170.0,130.0,390.0,0.0,115.0,50.0,310.0,195.0,265.0,12755.0,0.0495511225035205,0.131648129736853,0.013328106624852998,0.010192081536652292,0.003920031360250882,Economic‑dominated,2.97306735021123,7.89888778421118,Econ>Refugees,2.97306735021123
35060108,Ottawa - Gatineau (Ontario part / partie de l'Ontario),325.0,175.0,765.0,30.0,215.0,50.0,675.0,365.0,400.0,14450.0,0.037989532948782,0.112962733537218,0.02249134948096886,0.012110726643598616,0.0034602076124567475,Economic‑dominated,2.2793719769269196,6.77776401223308,Econ>Refugees,2.2793719769269196
35060109,Ottawa - Gatineau (Ontario part / partie de l'Ontario),100.0,65.0,270.0,25.0,40.0,10.0,190.0,105.0,60.0,5805.0,0.0339639999382682,0.104976079293231,0.017226528854435832,0.01119724375538329,0.0017226528854435831,Economic‑dominated,2.0378399962960922,6.2985647575938595,Econ>Refugees,2.0378399962960922
35060111,Ottawa - Gatineau (Ontario part / partie de l'Ontario),180.0,85.0,615.0,15.0,140.0,40.0,370.0,165.0,275.0,12575.0,0.0424280541723922,0.0681245652916805,0.014314115308151094,0.006759443339960238,0.0031809145129224653,Economic‑dominated,2.545683250343532,4.08747391750083,Econ>Refugees,2.545683250343532
35060112,Ottawa - Gatineau (Ontario part / partie de l'Ontario),275.0,130.0,830.0,15.0,245.0,100.0,570.0,260.0,525.0,9705.0,0.058446371787268,0.0970233595461501,0.02833590932509016,0.013395157135497167,0.010303967027305513,Economic‑dominated,3.50678230723608,5.821401572769006,Econ>Refugees,3.50678230723608
35060114,Ottawa - Gatineau (Ontario part / partie de l'Ontario),110.0,45.0,315.0,25.0,85.0,95.0,195.0,90.0,165.0,9140.0,0.0601931471924635,0.107243597445641,0.012035010940919038,0.004923413566739606,0.010393873085339168,Economic‑dominated,3.61158883154781,6.434615846738461,Econ>Refugees,3.61158883154781
35060116,Ottawa - Gatineau (Ontario part / partie de l'Ontario),310.0,100.0,910.0,10.0,285.0,200.0,680.0,195.0,560.0,11095.0,0.068267270413952,0.116037391012394,0.02794051374493015,0.009013068949977467,0.018026137899954935,Economic‑dominated,4.09603622483712,6.9622434607436405,Econ>Refugees,4.09603622483712
35060117,Ottawa - Gatineau (Ontario part / partie de l'Ontario),120.0,55.0,530.0,20.0,105.0,15.0,250.0,120.0,215.0,9575.0,0.0460397910557478,0.107747192278238,0.012532637075718016,0.005744125326370757,0.001566579634464752,Economic‑dominated,2.7623874633448677,6.4648315366942795,Econ>Refugees,2.7623874633448677
35060118,Ottawa - Gatineau (Ontario part / partie de l'Ontario),395.0,105.0,1160.0,20.0,400.0,80.0,755.0,220.0,775.0,16125.0,0.0442937521736505,0.0996903669492089,0.024496124031007753,0.0065116279069767444,0.00496124031007752,Economic‑dominated,2.65762513041903,5.981422016952534,Econ>Refugees,2.65762513041903
35060119,Ottawa - Gatineau (Ontario part / partie de l'Ontario),55.0,40.0,275.0,0.0,45.0,10.0,130.0,90.0,90.0,15265.0,0.0267628627983077,0.0583967253170784,0.0036030134294136916,0.0026203734032099572,0.0006550933508024893,Economic‑dominated,1.605771767898462,3.503803519024704,Econ>Refugees,1.605771767898462
35060122,Ottawa - Gatineau (Ontario part / partie de l'Ontario),75.0,25.0,160.0,0.0,35.0,10.0,125.0,45.0,60.0,13245.0,0.0039998591651606,0.0113640523993807,0.0056625141562853904,0.001887504718761797,0.0007550018875047187,Economic‑dominated,0.239991549909636,0.681843143962842,Econ>Refugees,0.239991549909636
35060123,Ottawa - Gatineau (Ontario part / partie de l'Ontario),300.0,90.0,750.0,0.0,300.0,105.0,570.0,190.0,545.0,21475.0,0.0070360742911577,0.0115401639043807,0.013969732246798603,0.004190919674039581,0.004889406286379511,Economic‑dominated,0.422164457469462,0.692409834262842,Econ>Refugees,0.422164457469462
35060124,Ottawa - Gatineau (Ontario part / partie de l'Ontario),135.0,50.0,345.0,10.0,60.0,30.0,290.0,105.0,140.0,12565.0,0.0007646136505403,0.0009678726500206,0.010744130521289296,0.003979307600477517,0.00238758456028651,Economic‑dominated,0.045876819032418005,0.058072359001236,Econ>Refugees,0.045876819032418005
35060125,Ottawa - Gatineau (Ontario part / partie de l'Ontario),45.0,35.0,100.0,0.0,20.0,0.0,80.0,55.0,40.0,5220.0,0.0017735504088436,0.0082281532262802,0.008620689655172414,0.006704980842911878,0.0,Economic‑dominated,0.106413024530616,0.49368919357681196,Econ>Refugees,0.106413024530616
35060126,Ottawa - Gatineau (Ontario part / partie de l'Ontario),45.0,20.0,185.0,0.0,35.0,0.0,75.0,40.0,95.0,7490.0,0.0073201617326173,0.01407383182871,0.006008010680907877,0.0026702269692923898,0.0,Economic‑dominated,0.43920970395703796,0.8444299097226,Econ>Refugees,0.43920970395703796
35060127,Ottawa - Gatineau (Ontario part / partie de l'Ontario),25.0,20.0,75.0,0.0,30.0,10.0,65.0,35.0,60.0,5710.0,0.0003420524723453,0.0012947356776473,0.0043782837127845885,0.0035026269702276708,0.0017513134851138354,Economic‑dominated,0.020523148340718,0.077684140658838,Econ>Refugees,0.020523148340718
35060129,Ottawa - Gatineau (Ontario part / partie de l'Ontario),565.0,315.0,725.0,15.0,275.0,170.0,1120.0,570.0,595.0,13590.0,0.0567243119528064,0.126707784104832,0.04157468727005151,0.023178807947019868,0.012509197939661517,Economic‑dominated,3.4034587171683843,7.602467046289919,Econ>Refugees,3.4034587171683843
35060130,Ottawa - Gatineau (Ontario part / partie de l'Ontario),865.0,285.0,655.0,20.0,715.0,460.0,1755.0,540.0,1515.0,14080.0,0.0868828769311952,0.181547788968869,0.06143465909090909,0.020241477272727272,0.032670454545454544,Economic‑dominated,5.2129726158717125,10.89286733813214,Refugees≥Econ,5.2129726158717125
35060131,Ottawa - Gatineau (Ontario part / partie de l'Ontario),175.0,85.0,260.0,15.0,195.0,130.0,345.0,140.0,400.0,7855.0,0.105165162318347,0.211975735986959,0.022278803309993635,0.010821133036282623,0.016549968173138127,Economic‑dominated,6.30990973910082,12.71854415921754,Econ>Refugees,6.30990973910082
35060132,Ottawa - Gatineau (Ontario part / partie de l'Ontario),280.0,100.0,395.0,15.0,400.0,315.0,575.0,215.0,800.0,9455.0,0.109398759272882,0.221273456002755,0.029613960867265997,0.010576414595452142,0.033315705975674244,Economic‑dominated,6.56392555637292,13.2764073601653,Econ>Refugees,6.56392555637292
35060133,Ottawa - Gatineau (Ontario part / partie de l'Ontario),565.0,245.0,385.0,15.0,295.0,140.0,1065.0,465.0,625.0,10120.0,0.0960685595152001,0.200019747178775,0.055830039525691696,0.024209486166007904,0.01383399209486166,Economic‑dominated,5.764113570912006,12.0011848307265,Refugees≥Econ,5.764113570912006
35060134,Ottawa - Gatineau (Ontario part / partie de l'Ontario),445.0,225.0,550.0,15.0,285.0,625.0,775.0,385.0,565.0,12695.0,0.142796953120503,0.269091842793455,0.03505317053958251,0.017723513194170933,0.04923198109491926,Economic‑dominated,8.56781718723018,16.1455105676073,Econ>Refugees,8.56781718723018
35060136,Ottawa - Gatineau (Ontario part / partie de l'Ontario),70.0,10.0,345.0,0.0,90.0,100.0,115.0,25.0,185.0,11525.0,0.161949191390504,0.28267509171607,0.006073752711496746,0.0008676789587852494,0.008676789587852495,Economic‑dominated,9.71695148343024,16.960505502964203,Econ>Refugees,9.71695148343024
35060137,Ottawa - Gatineau (Ontario part / partie de l'Ontario),55.0,15.0,305.0,0.0,95.0,180.0,120.0,45.0,255.0,8230.0,0.17455829661538,0.298415171707643,0.006682867557715674,0.0018226002430133657,0.02187120291616039,Economic‑dominated,10.4734977969228,17.90491030245858,Econ>Refugees,10.4734977969228
35060138,Ottawa - Gatineau (Ontario part / partie de l'Ontario),200.0,75.0,275.0,0.0,115.0,155.0,520.0,190.0,270.0,7375.0,0.180621003285811,0.337204941157834,0.02711864406779661,0.010169491525423728,0.021016949152542375,Economic‑dominated,10.837260197148659,20.23229646947004,Econ>Refugees,10.837260197148659
35060139,Ottawa - Gatineau (Ontario part / partie de l'Ontario),170.0,115.0,350.0,0.0,110.0,170.0,345.0,180.0,220.0,9975.0,0.173841467751935,0.32418455364255,0.017042606516290727,0.011528822055137845,0.017042606516290727,Economic‑dominated,10.430488065116101,19.451073218553,Econ>Refugees,10.430488065116101
35060140,Ottawa - Gatineau (Ontario part / partie de l'Ontario),70.0,20.0,300.0,0.0,110.0,55.0,155.0,55.0,225.0,11105.0,0.151130359367019,0.254290373101927,0.006303466906798739,0.0018009905447996398,0.00495272399819901,Economic‑dominated,9.06782156202114,15.25742238611562,Econ>Refugees,9.06782156202114
